id_operacion;fecha_operacion;codigo;Marca;Modelo;Anio de lanzamiento;Anio de discontinuado;Tipo de combustible;Transmision;Plazas;Tipo de carroceria;Gama;Precio_Base_0km;Anio_fabricacion;km;precio_actual;codigo2;color
66897091-01034;25/2/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2024;15100;25932;8;Beige
f189ae7c-06494;9/8/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2023;32000;21879;6;Azul
15e3ea95-02907;12/4/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2018;106800;4656;6;Azul
a2ecab15-07408;17/6/2020;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;85500;14376;4;Plata
b94d8db6-07795;16/2/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;41100;22286;8;Beige
51d4f885-01188;13/8/2020;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;70000;18233;4;Plata
cca920ad-01017;21/9/2020;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;112700;5512;8;Beige
85b8f080-01867;13/3/2020;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;80100;16816;1;Blanco
46b5e16f-04864;10/8/2020;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;112400;5554;1;Blanco
24a2eb68-10105;10/10/2020;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;126400;3590;1;Blanco
739c1093-03508;31/5/2020;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;119700;4530;4;Plata
14bc9418-05484;2/8/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2018;89700;7055;3;Gris
ef4db058-09283;29/11/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;75000;14165;2;Negro
f01934aa-00608;24/3/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;79600;11837;3;Gris
1c22c337-08367;11/6/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2021;58700;16451;6;Azul
999dbde1-05065;12/11/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2024;15800;25834;2;Negro
55cd6226-02079;20/11/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2021;49800;17700;6;Azul
6fea94fe-04840;21/8/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;87900;12356;1;Blanco
2a4011a2-00011;5/1/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;76900;13899;4;Plata
d36e37c3-07896;10/3/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;43100;18639;1;Blanco
e8c41229-07100;13/2/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2024;13600;26143;1;Blanco
14f8a05a-02416;2/8/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;66900;16984;8;Beige
fb888e30-07676;13/11/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2018;104200;8387;7;Verde
8f5bb672-08481;21/10/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;61700;17714;6;Azul
6bb54d4a-02063;24/1/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;49800;19383;5;Rojo
5957e10c-05279;30/4/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2018;101800;7041;5;Rojo
63213c73-09408;22/9/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;136700;2805;1;Blanco
2ab9b56d-08263;30/7/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;73200;14418;5;Rojo
dc5a1f41-09634;29/6/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;89400;10463;3;Gris
1c6c4402-10331;6/9/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;63000;12482;1;Blanco
e0cb8072-02057;20/10/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;147000;2805;7;Verde
a3458ff6-04416;17/5/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;37800;22749;2;Negro
376d30f2-07794;12/7/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;73100;11066;3;Gris
a6ed7dff-05485;15/3/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;62600;12538;5;Rojo
fb25c386-08880;11/3/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;125200;2805;2;Negro
911955d6-06274;5/5/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2021;66800;15315;8;Beige
5f1c8060-02481;13/10/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2023;27300;24221;3;Gris
c7e8e1a9-07891;11/3/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2023;27700;22482;7;Verde
d70de7cb-01654;15/5/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2018;106100;8120;3;Gris
a224925e-00307;11/9/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2024;12600;26283;6;Azul
fdd02f20-00997;1/3/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;75300;12440;4;Plata
30f825f6-06100;3/9/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2021;54100;15413;8;Beige
20285799-00079;7/1/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;39600;19130;8;Beige
8092a874-09900;24/4/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;48400;21262;3;Gris
56d53441-02701;22/7/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;80900;13338;2;Negro
9a5a7fb2-08747;3/3/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2017;110100;2805;2;Negro
849e1ba1-01812;3/8/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2023;28200;22412;7;Verde
a24a6a1e-05839;24/7/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;125200;2805;1;Blanco
dc567bfb-05183;29/10/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2018;113600;5386;3;Gris
0a8986ff-01059;30/1/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;78500;10308;2;Negro
4257cf4b-02995;26/4/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;38300;20995;8;Beige
0b730978-08593;10/12/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2021;63600;15764;4;Plata
6753d565-09708;12/7/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;74500;10869;6;Azul
d405ca9c-04359;3/1/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;48100;17938;7;Verde
1ee32e65-08113;19/3/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2024;14300;26044;8;Beige
41370f1c-03390;25/7/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2024;14600;26002;8;Beige
d382954b-07628;23/10/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;90800;6900;1;Blanco
b10dc7d8-03414;23/1/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2021;49900;16003;8;Beige
4a47a828-03910;14/11/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2021;51200;20869;5;Rojo
563c8d61-06753;23/3/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;41500;22230;8;Beige
dd2fa997-02259;19/2/2021;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2019;78000;13745;2;Negro
36bcd02e-06700;8/9/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2023;32400;21823;7;Verde
1481b6e0-00480;24/3/2024;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2024;16400;25750;7;Verde
aa8e1e13-01767;30/7/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2017;99400;5694;2;Negro
c30055f0-02808;14/2/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2016;122600;2805;5;Rojo
f4994299-03949;18/3/2022;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2018;105700;6494;2;Negro
4d0155d1-08442;9/10/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2020;84800;11108;3;Gris
b10ee468-04526;9/9/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2021;57700;16592;6;Azul
2b905b37-04940;4/4/2023;46;Kia;Niro;2016;En produccion;Hibrido;Automatica;5;SUV;Media;30000;2022;50200;19326;8;Beige
722bb90b-07193;2/10/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;63200;8068;5;Rojo
94387279-01166;24/2/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;47800;10028;4;Plata
ffb2a474-07432;17/11/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;80800;5093;7;Verde
ca2f8ae1-08580;25/12/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;51800;8884;5;Rojo
816ad0f0-05643;7/6/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;92500;5114;5;Rojo
8831281a-05488;19/12/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;101900;4442;5;Rojo
c59e7cd5-00354;9/5/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;40000;9728;4;Plata
2d2566b0-08800;23/7/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;89500;3612;1;Blanco
1c11126a-01317;2/8/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;27800;11459;8;Beige
6a7f9de4-03637;26/3/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;43900;11165;5;Rojo
b630338b-10492;12/8/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;109900;2153;7;Verde
2e0b86ea-00792;27/1/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;93300;3340;3;Gris
35af3c24-07175;18/2/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;98100;2139;5;Rojo
c35008a0-05172;15/3/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;79700;6030;3;Gris
203b7873-09430;3/3/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;81800;5021;5;Rojo
f7e3432e-09663;11/8/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;30800;11244;3;Gris
f95dc9e9-02815;16/6/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;71800;8311;8;Beige
7ce16b2b-04419;26/1/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;53400;9628;3;Gris
69a37ce7-00337;19/4/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;50900;10665;2;Negro
6afe9f4d-10514;13/7/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;12700;13397;7;Verde
31e1597b-02317;14/2/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;92200;5136;2;Negro
51ffee61-10099;13/3/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;95000;4077;2;Negro
0743bd20-01509;5/11/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;13400;13347;6;Azul
0022dc5d-04286;22/10/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;30800;11244;3;Gris
495a8cda-00071;16/11/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;48900;9949;7;Verde
a25f3da7-01332;30/11/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;73500;7332;1;Blanco
0b840cdc-02389;13/10/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;75500;5472;8;Beige
406c1cdf-01822;9/1/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;82700;5815;4;Plata
48165d9e-02653;2/11/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;64000;8011;4;Plata
73b40f22-03966;26/8/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;83200;6638;1;Blanco
0a59873e-08558;19/9/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;74300;5558;8;Beige
d2b5a24b-01661;31/8/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;91600;3462;1;Blanco
e811d624-05421;26/4/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;118900;3226;4;Plata
8593a857-02461;1/8/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;66100;8719;8;Beige
fc60b604-04063;6/5/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;92700;5100;8;Beige
15467472-10157;14/2/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;85000;6509;6;Azul
8193e353-01669;30/6/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;115200;1774;7;Verde
d9de5daf-06695;7/1/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;62200;8998;2;Negro
ff80afdf-08725;3/11/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;87300;5486;7;Verde
e8a8162d-02086;22/4/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;104200;1702;8;Beige
adc2aa5c-09080;19/9/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;40000;11444;8;Beige
f4488f26-00212;3/1/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14000;13304;3;Gris
ea60a31f-10301;3/7/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;115500;1431;6;Azul
85aa8f5a-07303;27/5/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;100500;2825;7;Verde
d436955e-00505;8/8/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;48200;10858;5;Rojo
9e67bf01-07313;15/11/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;40700;10536;6;Azul
1327efb7-10420;13/12/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;93500;5043;8;Beige
2d49c528-09383;22/6/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;83300;7489;3;Gris
23e70657-08331;12/1/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;83800;7453;6;Azul
8d3b21af-00080;20/2/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;99000;6366;8;Beige
979e6653-04930;14/5/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;102000;6151;1;Blanco
c617d8b2-06380;12/9/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;78300;8705;7;Verde
a465f45c-10356;18/4/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;84600;8254;8;Beige
0e5d0acb-02771;5/3/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;110000;3004;1;Blanco
aeb10fca-03636;23/5/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;108100;4857;2;Negro
93bd9f26-09926;7/4/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;75100;8934;4;Plata
ca58dfd8-03951;11/12/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;93500;6759;2;Negro
6de07d1e-01105;14/8/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;93300;6774;5;Rojo
a31f3e60-02792;3/10/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;89900;6159;3;Gris
fc671136-10280;23/12/2020;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;63900;9735;2;Negro
a8ee102a-06470;28/1/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;117100;1431;2;Negro
cf796bca-06196;12/2/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;57600;8469;4;Plata
0f9620a5-04986;8/10/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;45600;9327;8;Beige
6a38a381-02188;7/3/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;42100;10436;5;Rojo
e8035f80-02307;23/3/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;69300;8490;6;Azul
18827fa2-03144;20/5/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;98800;3805;2;Negro
0885a4f5-06590;21/10/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;76300;7131;6;Azul
082f5caa-07435;22/10/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;27700;12324;2;Negro
6a105a6d-09704;30/3/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;57400;7625;3;Gris
90c60bf3-06770;6/1/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;12500;13411;4;Plata
a120d9a8-06699;1/7/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;116500;1431;5;Rojo
a1360493-08868;20/12/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;37000;10801;5;Rojo
bbcb3825-01843;25/10/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;67100;8648;3;Gris
0829ccec-01286;27/12/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;93700;2453;6;Azul
ebb777ee-04257;29/7/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;97400;3905;1;Blanco
bd399492-07045;19/9/2021;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;79700;6888;3;Gris
41a23395-09213;15/7/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;92100;4284;5;Rojo
9e03eebd-09899;16/2/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;25700;12467;7;Verde
c010cde4-04794;11/12/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;30700;12110;2;Negro
d4d841cc-02192;27/2/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;94700;3240;1;Blanco
004ea485-02767;19/6/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;48900;10808;8;Beige
d8e433bd-03988;11/2/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;12800;13390;5;Rojo
0a6b4494-02524;16/5/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;63200;8068;7;Verde
a3eac5b7-03397;11/7/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;64500;7117;7;Verde
ef9da609-05402;18/12/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;84700;5672;2;Negro
6d84b2eb-07339;2/4/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;13900;13311;4;Plata
85c4e105-08686;1/12/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;86200;3848;2;Negro
457d5490-00421;2/8/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;62400;8984;6;Azul
7714fb73-04982;19/8/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;32400;11130;3;Gris
7b4161ea-09737;15/9/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;31700;12038;5;Rojo
36ca4d40-04598;10/4/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;24500;12553;7;Verde
c8e2a10a-07884;6/5/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;76400;6266;5;Rojo
b240bce0-10289;30/8/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;67500;6902;8;Beige
23639766-04138;2/1/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14700;13254;6;Azul
6008a301-07885;7/6/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;65400;7911;8;Beige
05c7f6b0-09948;29/9/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;66000;7010;4;Plata
69b2d4a6-04740;28/1/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;15000;13233;6;Azul
1bd6813b-10335;29/6/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;93700;4170;3;Gris
6eddf482-02735;18/11/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;63300;7203;5;Rojo
544a66e3-05934;22/5/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14000;13304;5;Rojo
37dcff43-02323;31/8/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14600;13261;7;Verde
8684f3ff-06626;4/11/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;60400;9127;5;Rojo
cdca277c-07568;24/4/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;94300;4127;8;Beige
bb1375b8-09427;8/2/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;37400;10772;8;Beige
362be294-05345;26/8/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;30700;11251;4;Plata
24efe5d6-01256;25/10/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14800;13247;8;Beige
2412a585-02004;25/5/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;50500;9835;3;Gris
88076ce7-01933;23/7/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;107400;1473;1;Blanco
5fcad45e-04874;30/11/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14100;13297;4;Plata
51ec740f-07955;29/9/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;16200;13147;8;Beige
44021bf8-05425;24/9/2022;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;114100;2711;6;Azul
36a8670d-05636;13/8/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;81700;4170;3;Gris
6fffcbdd-08302;6/9/2023;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;47900;10021;6;Azul
e337cb98-04476;1/10/2024;47;Kia;Ceed;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;16400;13132;6;Azul
343fce81-00174;28/1/2024;48;Kia;Stonic;2017;En produccion;Gasolina;Manual;5;SUV;Media;20000;2023;33700;10033;7;Verde
4f1ed2ec-03865;11/1/2022;48;Kia;Stonic;2017;En produccion;Gasolina;Manual;5;SUV;Media;20000;2021;55300;8629;1;Blanco
87af6fea-04778;30/6/2024;48;Kia;Stonic;2017;En produccion;Gasolina;Manual;5;SUV;Media;20000;2021;60700;6717;7;Verde
48640baf-06262;4/5/2022;48;Kia;Stonic;2017;En produccion;Gasolina;Manual;5;SUV;Media;20000;2022;41400;10313;2;Negro
